a[m],e[prop],i[rad],r[rad],o[rad],t[rad]
7.206168706e+06,1.098090000e-02,1.721170404e+00,1.007299324e+00,1.377071761e+00,4.929677236e+00
7.204148300e+06,4.190080000e-03,1.718847371e+00,1.478941394e+00,3.388432824e+00,3.417958559e+00
7.274561512e+06,6.942800000e-03,1.724741348e+00,7.289140728e-01,1.315264416e+00,1.370165493e+00
7.230489849e+06,4.184700000e-03,1.723058851e+00,1.003049448e+00,1.593883542e+00,5.847381829e+00
7.033890422e+06,1.919918000e-02,1.734105040e+00,4.996237113e+00,1.005819285e+00,5.311618108e+00
7.182895612e+06,2.131240000e-03,1.724130483e+00,2.290491571e+00,4.352779596e+00,1.928473632e+00
6.980554692e+06,1.488800000e-02,1.709188719e+00,1.995672299e+00,2.846982821e+00,3.447107303e+00
7.221771622e+06,1.122540000e-02,1.716590661e+00,1.580009920e+00,1.665777145e-01,1.893699692e+00
7.022014077e+06,6.636200000e-03,1.726025910e+00,1.053227664e+00,1.857986765e+00,4.440056531e+00
7.101056760e+06,5.382560000e-03,1.728359416e+00,4.620507867e+00,2.717652178e-02,2.637285002e+00
7.192097593e+06,3.312600000e-03,1.731488791e+00,5.501471534e+00,3.291186569e+00,2.993072116e+00
7.118737181e+06,2.636790000e-02,1.716655238e+00,1.980741007e+00,1.218096701e+00,5.116291331e+00
6.955529612e+06,7.767100000e-03,1.736455998e+00,9.318469956e-01,4.913583555e+00,1.356515273e+00
7.251007181e+06,5.475130000e-03,1.723919298e+00,1.823999968e+00,6.047497790e+00,7.274602135e-01
7.206607565e+06,3.864510000e-03,1.739599336e+00,1.527459801e-01,6.102630996e+00,1.812070643e-01
7.291975006e+06,3.072819000e-02,1.714838350e+00,9.475462322e-01,5.700929506e+00,3.794448768e+00
7.164129295e+06,2.155924000e-02,1.722758654e+00,2.233543222e+00,4.735959652e+00,2.023887291e+00
6.821760825e+06,1.830310000e-03,1.728287857e+00,5.697407432e+00,5.211752114e+00,1.070384250e+00
7.155950416e+06,3.229800000e-03,1.730940758e+00,5.610385315e+00,1.324394234e+00,8.374630803e-01
7.280112817e+06,9.519700000e-03,1.734262119e+00,5.261546358e+00,4.697058008e+00,1.569117320e+00
7.209149496e+06,5.689500000e-03,1.725785055e+00,2.354717942e+00,4.026636900e+00,2.249778275e+00
7.219193553e+06,5.489900000e-03,1.744350122e+00,1.530290726e+00,5.205109391e+00,1.070455809e+00
6.970440997e+06,5.515350000e-03,1.727779966e+00,4.713420470e+00,3.982146712e+00,2.294929943e+00
7.254273652e+06,4.707470000e-03,1.723327631e+00,1.455115904e+00,5.935857805e+00,3.461598772e-01
7.604936062e+06,5.076518000e-02,1.745053490e+00,5.183153149e+00,3.361343569e+00,2.900939675e+00
7.184374915e+06,4.897400000e-03,1.726732769e+00,2.381995693e+00,5.537969859e+00,7.406374494e-01
7.240449562e+06,6.344180000e-03,1.727725861e+00,2.083108058e+00,1.008521055e+00,5.788698624e+00
7.282123123e+06,1.552490000e-02,1.717651821e+00,2.887275492e+00,4.910389603e+00,1.740932768e+00
7.211664486e+06,1.114720000e-02,1.726418610e+00,3.505671826e+00,4.336671952e+00,1.927772009e+00
7.158037690e+06,2.038300000e-03,1.725008384e+00,2.587384294e+00,3.152500961e+00,4.387764721e+00
7.211346314e+06,1.367800000e-03,1.721552632e+00,1.280349105e+00,3.436562024e+00,5.501358087e+00
7.121384528e+06,2.910000000e-03,1.725830434e+00,3.390701752e+00,3.885399621e-01,1.380258732e-01
6.975142066e+06,1.632595000e-02,1.724572051e+00,1.349087152e-01,2.603762463e+00,3.698488821e+00
7.239363803e+06,1.017440000e-02,1.730930286e+00,2.116292003e+00,2.849014384e+00,3.442152313e+00
7.553623041e+06,4.549573000e-02,1.725713497e+00,2.406266241e+00,3.750056319e+00,3.003151392e+00
7.144570348e+06,1.070905000e-02,1.714065169e+00,1.451131317e+00,4.394983403e+00,2.434535339e+00
7.266116926e+06,9.459700000e-03,1.730689430e+00,2.047677874e+00,3.480647295e+00,3.103699810e+00
7.177436493e+06,5.757140000e-03,1.726319126e+00,6.090771484e+00,1.597807042e+00,4.698949945e+00
7.141219985e+06,7.361400000e-03,1.728820183e+00,7.981251043e-01,1.858915280e+00,8.167128608e-01
7.461385217e+06,3.393060000e-02,1.723748256e+00,5.005684580e+00,4.519414906e+00,1.698856370e+00
7.191484202e+06,4.775400000e-03,1.720439112e+00,1.533938464e+00,1.424630238e+00,7.437703154e-01
7.287183788e+06,7.474990000e-03,1.729202410e+00,1.927616675e+00,3.735507254e+00,3.032523538e+00
7.203662809e+06,4.712200000e-03,1.720709638e+00,1.236934040e+00,2.292915833e+00,3.575097533e-01
7.242904360e+06,4.093240000e-03,1.721374608e+00,8.769930425e-01,3.032397874e+00,5.452253249e+00
7.163601142e+06,3.297520000e-03,1.719957401e+00,4.794817390e+00,1.748938593e+00,4.542807554e+00
7.220644742e+06,1.357370000e-02,1.722365955e+00,9.646277696e-01,4.533714389e+00,2.249225006e+00
7.256178079e+06,4.993300000e-03,1.724266619e+00,1.238333794e+00,3.879116436e+00,2.399382663e+00
7.095434048e+06,1.471250000e-02,1.725055507e+00,2.008252632e+00,4.397999332e+00,4.613880852e+00
7.168434234e+06,3.046680000e-03,1.734689725e+00,1.248058768e+00,3.372813873e+00,5.133889485e+00
7.108462969e+06,8.776500000e-03,1.728612488e+00,3.134276233e+00,5.879579663e+00,7.663129880e-01
7.142643319e+06,9.727580000e-03,1.724456859e+00,5.412189216e+00,6.178587725e-01,5.678577074e+00
7.223432896e+06,1.180103000e-02,1.722704549e+00,8.944288818e-01,1.809679542e+00,1.283942738e+00
7.219549945e+06,1.256720000e-02,1.722784834e+00,2.752244604e+00,5.939947111e+00,8.052181224e-01
7.222107739e+06,5.129810000e-03,1.723545798e+00,1.600095169e+00,2.375106878e+00,4.366627038e+00
7.045440253e+06,1.918030000e-02,1.727917847e+00,3.113622007e+00,5.400773017e+00,8.551188310e-01
7.269115984e+06,1.396850000e-02,1.722130336e+00,4.021919275e-01,5.992587987e-01,2.067421039e+00
7.078497459e+06,9.588000000e-03,1.723907081e+00,1.638410382e-01,3.246207689e-01,5.966701263e+00
7.031642320e+06,1.612940000e-02,1.731319494e+00,1.968525447e+00,5.712497548e+00,1.667700498e+00
7.006692184e+06,1.881814000e-02,1.707378813e+00,5.511920820e+00,1.108964753e-01,2.575217603e+00
7.100049848e+06,1.820740000e-02,1.714363620e+00,8.305742658e-01,1.573730225e+00,5.233299949e+00
7.100493849e+06,1.274430000e-02,1.714881983e+00,1.646667535e+00,2.524700793e+00,3.775463077e+00
6.837787991e+06,9.875000000e-03,1.720001034e+00,3.076980565e-01,1.536374943e+00,4.768707265e+00
7.222626861e+06,8.956870000e-03,1.728650886e+00,2.333449359e+00,4.410951420e+00,1.857147261e+00
7.148623754e+06,1.987710000e-03,1.725088669e+00,2.679797732e+00,2.831817655e+00,3.956486881e+00
7.231281926e+06,1.723500000e-03,1.722650444e+00,1.147082744e+00,5.835218629e+00,4.485164565e-01
7.150463718e+06,5.152810000e-03,1.726858433e+00,5.704484742e+00,1.348661292e+00,1.317189515e+00
7.105659944e+06,8.679600000e-04,1.724767528e+00,2.538207897e+00,5.764647986e+00,3.219828783e+00
7.074321510e+06,1.127300000e-02,1.729553221e+00,4.189706503e+00,2.041035151e+00,4.264429284e+00
7.238050242e+06,1.636857000e-02,1.702762417e+00,1.330155566e+00,3.738727387e+00,3.035438238e+00
7.126405999e+06,1.455705000e-02,1.732544715e+00,5.169009001e+00,5.343538435e+00,9.183416379e-01
7.274445734e+06,1.005988000e-02,1.725846142e+00,1.133638473e+00,2.756604437e+00,4.685095522e+00
7.185748932e+06,3.739330000e-03,1.725001402e+00,2.382362212e+00,1.162860521e-01,6.169812210e+00
7.329246148e+06,1.824450000e-02,1.721152951e+00,3.263814570e+00,2.247467459e+00,4.573832527e+00
7.069525317e+06,6.403770000e-03,1.712065022e+00,8.516630791e-01,2.970178632e+00,3.317315893e+00
7.270506952e+06,5.572900000e-03,1.726113177e+00,9.304193163e-01,6.154571995e-01,2.252750571e+00
7.178223391e+06,1.105700000e-02,1.775568827e+00,4.027050543e+00,2.905884193e+00,3.384577392e+00
7.176764778e+06,8.305340000e-03,1.726268511e+00,5.563196848e+00,7.294010197e-01,1.932173730e+00
7.277067628e+06,8.819100000e-03,1.725743167e+00,5.694834816e-01,6.176165208e+00,2.850979625e+00
7.167818154e+06,1.139942000e-02,1.718009613e+00,1.234638932e+00,1.164923500e+00,5.644445415e+00
7.241174317e+06,1.132820000e-02,1.722432278e+00,6.896319473e-01,2.675396012e+00,4.814518667e+00
7.212180274e+06,5.686460000e-03,1.728193609e+00,2.548447743e+00,4.880834197e+00,1.393193367e+00
8.135205453e+06,1.112792000e-01,1.722877336e+00,4.031689628e+00,2.586349313e+00,6.976604619e-02
7.018114108e+06,2.646595000e-02,1.716487686e+00,3.003170591e+00,1.984980412e-01,6.096958676e+00
7.304909341e+06,1.100001000e-02,1.736826008e+00,5.060969629e+00,5.705879260e+00,5.673751239e-01
7.248706968e+06,8.296500000e-03,1.724774509e+00,7.134068224e-01,4.245129433e-01,5.867486277e+00
7.200137335e+06,7.338500000e-03,1.728628196e+00,5.833637361e+00,4.860804799e+00,1.409925839e+00
7.200792685e+06,1.724243000e-02,1.720646806e+00,8.093179008e-01,2.880737489e+00,3.413558584e+00
7.329850327e+06,1.346081000e-02,1.724140955e+00,6.106083257e+00,6.069157326e+00,1.287963976e+00
7.309854615e+06,1.658159000e-02,1.722821486e+00,5.879101443e+00,2.151793746e+00,4.161353629e+00
7.154835331e+06,8.793610000e-03,1.725343487e+00,5.530417819e+00,3.903018720e+00,5.089640153e+00
7.189944437e+06,2.733770000e-03,1.723634809e+00,2.108726001e+00,4.003071464e+00,2.759187524e+00
7.199613639e+06,2.835700000e-03,1.729160522e+00,5.904345885e+00,5.991699614e+00,2.978762161e+00
7.262982907e+06,1.374240000e-02,1.734857276e+00,1.222978387e+00,6.253607212e+00,5.355874422e-01
7.177927780e+06,1.515320000e-02,1.718245233e+00,6.158760785e-01,4.484379167e+00,4.538145780e+00
7.106207333e+06,1.387380000e-02,1.726380212e+00,2.964598814e+00,8.221006922e-01,5.971741774e+00
7.116299351e+06,8.353620000e-03,1.727968462e+00,2.578271930e+00,2.397401714e-01,6.049442087e+00
7.210956239e+06,6.236900000e-03,1.722046560e+00,8.293193740e-01,6.056948748e+00,2.888355851e+00
7.208337778e+06,8.889700000e-03,1.731314258e+00,1.567145098e+00,2.081324332e+00,4.219485310e+00
7.242419752e+06,4.207810000e-03,1.723704623e+00,1.302059255e+00,2.762172037e+00,2.597311726e-01
7.046002995e+06,4.783500000e-03,1.727254622e+00,3.239179248e+00,4.139770887e+00,2.657755969e+00
7.223938257e+06,2.548100000e-03,1.722716766e+00,8.744710418e-01,6.101276621e+00,2.858458361e+00
7.256977568e+06,5.070800000e-03,1.724448133e+00,8.774206482e-01,5.903333594e+00,3.781290731e-01
7.355667240e+06,3.065610000e-02,1.724311997e+00,3.078399517e+00,4.549493911e+00,1.674999464e+00
7.229916756e+06,8.678500000e-04,1.722449731e+00,1.214824209e+00,4.867608092e+00,4.530380810e+00
7.235880427e+06,2.576400000e-03,1.723540562e+00,1.547016216e+00,1.199327430e+00,6.151580500e+00
7.222409312e+06,2.642000000e-03,1.722252509e+00,6.958610274e-01,2.284121119e+00,4.009527437e-01
7.006405445e+06,1.371219000e-02,1.732248009e+00,1.493748767e+00,1.591239368e+00,4.721478655e+00
7.013041900e+06,8.960970000e-03,1.737913348e+00,3.597367934e-01,4.305762171e+00,1.963032896e+00
7.357186644e+06,1.723680000e-02,1.727907375e+00,4.147850017e+00,2.186073757e+00,8.982162462e-01
7.195772574e+06,2.413651000e-02,1.720601427e+00,6.985488345e-01,2.626552973e+00,4.862260403e+00
7.174771974e+06,3.502100000e-03,1.718491324e+00,1.296261271e+00,3.144633017e+00,3.140604797e+00
7.239977444e+06,1.635030000e-02,1.721585793e+00,6.707614475e-01,4.760127226e+00,1.492457223e+00
7.078658643e+06,1.029030000e-02,1.729729499e+00,3.950524837e+00,3.794735002e+00,2.477976584e+00
7.092760395e+06,5.628500000e-03,1.728464135e+00,2.352731757e+00,1.513971897e+00,4.782532018e+00
7.183674482e+06,2.078930000e-02,1.733684415e+00,1.204847907e+00,4.387481977e+00,1.858180496e+00
7.185765502e+06,4.453800000e-03,1.731701721e+00,4.760882954e+00,1.338664046e+00,4.955235838e+00
7.220921267e+06,8.819420000e-03,1.727169101e+00,5.811199408e+00,1.069232333e+00,5.231406267e+00
7.195851159e+06,1.149614000e-02,1.725357449e+00,2.075765458e+00,5.300161767e+00,1.505121332e+00
7.250149717e+06,4.873200000e-03,1.723826796e+00,1.224039547e+00,6.708277700e-01,1.469101227e+00
7.225895456e+06,7.043800000e-03,1.722139062e+00,6.438467251e-01,1.310925528e+00,4.987897929e+00
7.056771148e+06,3.005800000e-03,1.721678295e+00,3.145577240e+00,1.518492300e+00,5.299224525e+00
7.168646631e+06,8.709260000e-03,1.727574018e+00,4.576710575e+00,2.908825073e+00,6.063188300e+00
7.068175361e+06,1.725453000e-02,1.712127854e+00,1.359585307e+00,1.127978370e+00,5.663361294e+00
7.172074731e+06,2.997800000e-03,1.734902655e+00,2.153839271e+00,3.724757771e+00,5.227154645e+00
7.312137679e+06,2.047150000e-02,1.727092307e+00,3.465054524e+00,2.596212169e-01,2.563365072e-01
6.811458950e+06,4.725550000e-03,1.727542602e+00,3.128368294e+00,4.256653842e+00,2.020208137e+00
7.434901419e+06,2.900350000e-02,1.731953049e+00,5.284926788e-01,2.582411851e+00,3.734177313e+00
7.462667696e+06,3.253880000e-02,1.740463274e+00,2.987405031e+00,5.624056479e+00,6.219393523e-01
7.339511508e+06,2.089222000e-02,1.720819593e+00,4.390489180e+00,4.824055146e-01,5.821861625e+00
7.263500870e+06,1.039162000e-02,1.725355704e+00,4.972964892e+00,3.603045491e+00,2.672884483e+00
7.614142430e+06,4.990258000e-02,1.720332646e+00,3.266430819e+00,3.291603703e-01,5.986995952e+00
7.107636178e+06,1.186040000e-03,1.725413300e+00,3.199026203e+00,1.286187231e+00,9.065589201e-01
7.091509722e+06,1.037800000e-03,1.725573870e+00,3.165056860e+00,6.956864945e-01,5.590909186e+00
7.176434207e+06,6.439780000e-03,1.726724042e+00,5.468900199e+00,1.239209949e+00,1.414802289e+00
7.176478534e+06,2.112460000e-02,1.728698010e+00,6.154516144e+00,5.549928855e+00,7.073243500e-01
7.123585258e+06,1.335240000e-02,1.725451697e+00,5.316124549e+00,3.553513046e+00,2.720994484e+00
7.227995044e+06,1.419100000e-03,1.722404352e+00,1.151536825e+00,5.571344045e+00,3.397285134e+00
7.180844342e+06,5.628400000e-03,1.730246117e+00,1.186850071e+00,3.049095439e+00,3.237207026e+00
7.150172398e+06,1.293890000e-02,1.717798428e+00,7.707147084e-01,3.074053648e+00,3.447236458e+00
7.242013528e+06,9.199980000e-03,1.728474607e+00,2.115634014e+00,3.130570899e+00,3.154886827e+00
7.194475060e+06,1.012660000e-02,1.718906712e+00,6.980583970e-01,2.002175395e+00,4.301534984e+00
7.156490288e+06,4.981730000e-03,1.723922789e+00,2.297010375e+00,3.497650293e+00,2.784130024e+00
6.796699445e+06,9.241100000e-03,1.707062908e+00,3.915471644e-01,2.017450517e+00,4.284647178e+00
7.273257648e+06,5.959200000e-03,1.729129106e+00,2.003016644e+00,9.828874042e-01,5.312211520e+00
7.239750679e+06,6.943700000e-03,1.723406171e+00,1.375089067e+00,2.508163799e+00,3.785334659e+00
7.162265004e+06,5.525920000e-03,1.727437882e+00,5.043888092e+00,7.578621038e-01,5.534948694e+00
7.031594939e+06,6.730000000e-03,1.725654155e+00,2.196125109e+00,1.647119575e-01,9.556096534e-01
7.045170280e+06,1.071657000e-02,1.726064308e+00,3.425226110e+00,3.490873179e+00,2.787051705e+00
7.179021547e+06,5.935600000e-03,1.730450320e+00,1.549243256e+00,2.948356780e+00,3.339193596e+00
7.148408819e+06,1.525440000e-02,1.710820602e+00,7.687861196e-01,1.683951258e+00,9.938271280e-01
7.164581057e+06,1.500830000e-02,1.717878714e+00,1.068680809e+00,9.636521306e-01,5.346069163e+00
7.056813455e+06,6.720360000e-03,1.717410965e+00,1.049813800e+00,5.291635834e+00,9.824196560e-01
7.403528008e+06,3.016535000e-02,1.723650517e+00,5.664907656e+00,2.190480714e+00,4.613114653e-01
7.193884555e+06,1.258260000e-02,1.736853933e+00,1.149519224e+00,1.996185425e+00,4.312076772e+00
7.299286081e+06,2.155422000e-02,1.728139504e+00,1.145075616e+00,3.407474367e+00,2.866289653e+00
7.376159927e+06,4.968895000e-02,1.731755826e+00,3.215357249e+00,4.194795883e+00,4.320250149e+00
7.230053806e+06,4.718910000e-03,1.723828541e+00,1.571456061e+00,3.948451385e+00,2.850105215e+00
7.221560083e+06,2.184560000e-03,1.722446240e+00,7.575811058e-01,5.270698864e+00,3.737741276e+00
7.099315007e+06,4.480900000e-03,1.728640414e+00,8.477099084e-01,4.365722958e+00,4.597907599e+00
7.261341383e+06,4.000100000e-03,1.725013620e+00,5.711171098e-01,5.686979089e+00,5.937522849e-01
7.227095860e+06,2.451000000e-03,1.731015807e+00,5.788361775e+00,4.037641201e+00,4.410054321e+00
7.064631851e+06,2.144460000e-02,1.732022862e+00,5.034894410e+00,1.937507456e-01,6.099594123e+00
7.188694160e+06,5.833090000e-03,1.723341594e+00,2.209387865e+00,7.468141696e-01,6.041150028e+00
7.258853880e+06,6.848630000e-03,1.724692479e+00,1.209754027e+00,1.030430173e+00,5.266496111e+00
7.133316478e+06,9.248580000e-03,1.724034490e+00,5.620818893e+00,5.937074299e+00,3.419257084e-01
7.199236604e+06,2.563983000e-02,1.720280287e+00,7.103612229e-01,4.424781409e+00,1.811042644e+00
7.146228047e+06,5.892340000e-03,1.727179573e+00,5.431590296e+00,1.135029500e+00,5.160881002e+00
7.244276098e+06,1.711734000e-02,1.723859957e+00,1.577734011e+00,5.896210905e+00,3.762039749e-01
7.184424082e+06,5.835380000e-03,1.719585646e+00,1.121248381e+00,3.662625795e-01,5.923129118e+00
7.357866958e+06,2.047194000e-02,1.721044741e+00,2.723711961e+00,2.736843819e+00,3.564761693e+00
7.237364674e+06,6.548100000e-03,1.723044888e+00,6.256726116e-01,1.148597690e+00,6.202081602e+00
7.151071241e+06,1.414291000e-02,1.727844544e+00,4.941566419e+00,2.419333521e+00,2.251143123e-01
6.990686916e+06,6.483500000e-03,1.685364975e+00,1.603624225e+00,5.122876458e+00,1.368474269e+00
7.189939408e+06,1.616150000e-02,1.731771534e+00,2.727375408e+00,6.113649260e+00,1.661553448e-01
7.133739181e+06,7.682000000e-03,1.725139283e+00,5.757282697e+00,2.518323360e+00,3.775962241e+00
7.057718082e+06,1.246270000e-03,1.732090930e+00,3.623256403e+00,1.135261629e+00,3.214896482e-03
7.119956221e+06,2.461620000e-03,1.725751894e+00,2.746404732e+00,2.361959313e+00,3.926772651e+00
7.230315886e+06,1.616720000e-03,1.723027435e+00,9.700627249e-01,5.638408322e+00,3.335195046e+00
7.202160253e+06,4.974560000e-03,1.722050050e+00,1.561090551e+00,4.369147294e+00,1.906716357e+00
7.225460054e+06,7.233000000e-03,1.731562095e+00,1.590368449e+00,5.816835076e+00,4.619031319e-01
7.155649047e+06,6.942160000e-03,1.729062783e+00,4.513301018e+00,2.367682247e+00,3.927324175e+00
7.211010542e+06,9.816340000e-03,1.721618954e+00,1.112853347e+00,5.526464649e+00,7.453463477e-01
7.013589378e+06,1.478140000e-03,1.724999657e+00,3.064037203e+00,3.207936109e+00,3.077165570e+00
7.222981297e+06,7.766800000e-03,1.732775099e+00,1.231221577e+00,5.907400211e+00,3.721391031e-01
6.946574481e+06,1.632849000e-02,1.721020306e+00,2.366087016e+00,3.403229726e+00,2.873586875e+00
7.349154095e+06,2.285144000e-02,1.728148231e+00,5.267457788e+00,3.678064978e+00,2.583479992e+00
7.172819305e+06,1.565560000e-02,1.716988596e+00,7.922101835e-01,5.557020128e+00,1.713283262e+00
7.209009284e+06,9.112240000e-03,1.727551328e+00,2.317484833e+00,2.569843735e+00,1.392755290e-01
7.180380961e+06,1.310144000e-02,1.716702362e+00,9.664080055e-01,6.030603003e+00,2.481212425e-01
7.145793028e+06,7.677530000e-03,1.725600050e+00,5.812621852e+00,4.066711405e+00,4.485342589e+00
7.195349647e+06,5.444450000e-03,1.725430753e+00,2.344694516e+00,1.645077540e+00,4.651026695e+00
7.010959083e+06,1.393230000e-02,1.725460424e+00,3.878456701e+00,4.323657032e+00,1.935765617e+00
7.244030205e+06,7.435730000e-03,1.724242184e+00,8.789233767e-01,4.601176600e-01,5.831659903e+00
7.200663170e+06,1.770126000e-02,1.718583827e+00,3.457556589e+00,3.338909107e+00,2.939350881e+00
7.316628744e+06,3.053320000e-02,1.719941693e+00,1.464156709e-01,3.631735213e+00,2.624214231e+00
7.164401485e+06,8.957730000e-03,1.718414530e+00,9.734486637e-01,2.349162559e+00,3.948924370e+00
7.237598360e+06,4.970000000e-03,1.723755237e+00,8.901947130e-01,6.263471813e+00,5.319170148e-01
7.238918200e+06,4.526600000e-03,1.723575468e+00,9.071662947e-01,3.466990094e+00,3.961679236e+00
7.140033590e+06,6.548650000e-03,1.732076967e+00,3.644090399e+00,5.894727376e+00,3.855694117e-01
7.246502986e+06,6.388600000e-03,1.723390463e+00,1.693367310e+00,5.669028378e+00,6.088493829e-01
7.250024102e+06,1.021950000e-02,1.728315782e+00,1.865224645e+00,3.188611824e-01,5.972696469e+00
7.253502919e+06,5.724240000e-03,1.734202778e+00,5.395598116e+00,3.938546642e+00,3.480841027e+00
7.296573206e+06,1.116820000e-02,1.732309096e+00,2.009545921e+00,2.087827428e+00,5.335872949e-01
7.260271022e+06,1.333225000e-02,1.717189308e+00,4.578710722e+00,1.684141499e+00,4.627609612e+00
7.135078528e+06,2.117240000e-02,1.715890784e+00,1.305066458e+00,5.554265998e+00,7.030762186e-01
7.259157932e+06,2.886330000e-02,1.728999952e+00,2.171315253e+00,4.339869395e+00,1.891195144e+00
7.147849812e+06,1.503290000e-02,1.718292357e+00,1.881478896e+00,6.042703371e+00,1.345563332e+00
7.237772653e+06,2.707892000e-02,1.733345821e+00,4.119395914e+00,2.602608801e+00,3.710974906e+00
7.256905489e+06,3.067695000e-02,1.722276943e+00,4.596986065e+00,4.743080595e+00,1.480868237e+00
7.218627401e+06,6.085710000e-03,1.727909121e+00,2.418986201e+00,6.155757073e+00,2.814308512e+00
7.146936962e+06,4.824790000e-03,1.727085325e+00,5.568331607e+00,1.350942437e+00,1.321228206e+00
7.134586824e+06,5.187500000e-03,1.728293093e+00,2.899951819e-01,3.435453740e-01,5.945177863e+00
7.207755143e+06,5.493360000e-03,1.727785202e+00,2.507823460e+00,4.324107327e+00,2.474548757e+00
7.207592880e+06,1.512200000e-04,1.729823747e+00,5.553248471e+00,1.027134991e+00,1.634431031e+00
7.195245533e+06,1.311933000e-02,1.732520281e+00,8.010363135e-01,1.359555637e+00,6.036797177e+00
7.249166328e+06,4.767900000e-03,1.723470748e+00,1.723743020e+00,5.969362890e+00,3.129165909e-01
7.120473070e+06,2.383649000e-02,1.713489210e+00,5.140441451e+00,9.561105629e-01,1.749032841e+00
7.192925702e+06,1.052486000e-02,1.729406613e+00,5.082267882e+00,4.748046057e+00,1.516162285e+00
7.321476658e+06,2.408911000e-02,1.728006859e+00,4.112281952e+00,4.789111909e+00,1.448122370e+00
7.263039858e+06,1.053534000e-02,1.726751967e+00,1.764117721e+00,2.644304716e+00,3.651064734e+00
7.181598820e+06,7.343550000e-03,1.719459982e+00,9.330931607e-01,5.960124863e-02,6.226493522e+00
6.875416449e+06,1.027699000e-02,1.717231196e+00,3.496105677e+00,3.696115173e+00,2.578357451e+00
7.124812178e+06,1.286560000e-02,1.731706957e+00,5.864191095e+00,1.573161248e+00,4.737828900e+00
7.278667545e+06,1.428490000e-02,1.740389970e+00,2.642887509e+00,4.174701907e+00,2.085856952e+00
7.182685679e+06,1.991756000e-02,1.719657204e+00,6.582858340e-01,5.852347291e+00,1.568036961e+00
7.190932376e+06,7.891100000e-03,1.760307668e+00,5.695066945e+00,1.418312146e+00,4.882499241e+00
7.174390472e+06,2.891700000e-03,1.734838078e+00,2.110549870e+00,3.674467854e+00,2.607837807e+00
6.916302264e+06,1.121500000e-03,1.723463767e+00,3.955970264e+00,2.482591235e-01,2.879007868e-01
7.167033539e+06,1.270810000e-02,1.717821118e+00,1.126180681e+00,5.567931926e-01,5.741751012e+00
7.218884873e+06,1.003757000e-02,1.719997543e+00,8.746403387e-01,2.389591365e+00,3.909453749e+00
7.282812458e+06,7.849700000e-03,1.716032155e+00,4.145151737e+00,8.392572788e-01,5.457583484e+00
7.016524484e+06,2.418940000e-03,1.729005188e+00,5.979779015e+00,7.840019000e-03,6.277481571e+00
7.079911682e+06,1.374430000e-02,1.726860178e+00,3.517585444e+00,4.574710428e+00,2.218559571e+00
7.218622981e+06,6.247880000e-03,1.737199508e+00,2.504987300e+00,3.761750025e+00,3.035216581e+00
7.176372874e+06,2.904400000e-03,1.734996903e+00,1.833990233e+00,3.636847282e+00,5.331717320e+00
7.233880434e+06,1.030270000e-03,1.722680114e+00,1.261033546e+00,5.543181412e+00,7.406566480e-01
7.168264387e+06,1.954030000e-03,1.725163718e+00,2.474016432e+00,3.909266998e+00,2.890158776e+00
7.268333788e+06,6.273560000e-03,1.725540709e+00,6.827745487e-01,7.601240505e-01,1.504124749e+00
7.195415335e+06,4.488640000e-03,1.728106343e+00,5.667082336e+00,5.864540161e+00,4.170481701e-01
7.254658988e+06,7.898820000e-03,1.724865267e+00,8.861403132e-01,2.692912136e+00,3.599221474e+00
7.356741999e+06,1.687110000e-02,1.724860031e+00,5.458899463e+00,4.426645421e+00,4.557452612e+00
7.224299589e+06,2.930000000e-03,1.723067577e+00,2.291437539e+00,6.095939404e+00,1.881971079e-01
7.366821034e+06,2.388861000e-02,1.720217455e+00,1.956116156e+00,3.244462360e+00,4.221701878e+00
7.176069997e+06,3.124110000e-03,1.735133039e+00,1.692583657e+00,4.276960748e+00,2.002615218e+00
7.221313942e+06,5.083750000e-03,1.730087292e+00,5.970727738e+00,1.732483629e+00,4.562791574e+00
7.212174606e+06,6.929050000e-03,1.727645576e+00,2.388039768e+00,1.149976500e+00,5.147871318e+00
6.901147775e+06,8.090210000e-03,1.727594961e+00,9.945165331e-01,3.033876168e+00,3.253223913e+00
7.173257599e+06,1.044380000e-02,1.719048084e+00,5.453700127e-01,6.617066793e-02,6.220418031e+00
7.043801379e+06,5.224300000e-03,1.726200443e+00,5.491067626e-01,4.889279845e+00,1.385723358e+00
7.269509152e+06,5.209670000e-03,1.725703025e+00,1.427422765e+00,6.033177364e+00,2.494599100e-01
7.230272787e+06,4.990100000e-03,1.722741201e+00,1.181753710e+00,3.077462276e+00,6.052890858e+00
7.180600877e+06,9.747800000e-03,1.717871732e+00,9.738553254e-01,3.827135294e+00,2.445721154e+00
7.140388666e+06,9.155480000e-03,1.718330754e+00,1.960908831e+00,4.623310866e+00,2.161061444e+00
7.197972771e+06,7.260200000e-03,1.722952386e+00,4.510801706e+00,4.550509692e+00,1.720390242e+00
7.229179429e+06,7.583100000e-03,1.722835449e+00,1.251209087e+00,2.182460926e+00,4.115240285e+00
7.089947230e+06,5.426780000e-03,1.737419420e+00,1.927772009e+00,2.312714848e+00,4.500465867e+00
7.147068747e+06,1.126491000e-02,1.726945699e+00,2.912396016e-01,1.993515072e-01,6.090295009e+00
7.228856009e+06,6.858130000e-03,1.712054550e+00,1.044050723e+00,4.382959829e+00,1.889282263e+00
